timestamp,Analog Temperature (oC),Analog VOC in Air,Analog Alcohol in Air,GM102B VOC,GM302B VOC,GM502B VOC,GM702B VOC,Digital Temperature (oC),Air Pressure (hPa),Humidity %,BM680 VOC
0,26.03856696751535,1.0701754385964912,1.0847156398104265,1.0857142857142854,1.119363395225464,1.0690690690690694,1.008849557522124,30.24,1015.7,35.948,1.2057198792673087
1,26.133285237884536,1.0701754385964912,1.0815121086828117,1.0879120879120878,1.1167108753315649,1.0690690690690694,1.008849557522124,30.22,1015.7,36.01,1.2005584569240695
2,26.01963744057491,1.0526315789473684,1.0879382055852644,1.0879120879120878,1.119363395225464,1.0660660660660664,1.0132743362831858,30.22,1015.71,36.039,1.1563176764169616
3,26.09538363127433,1.0087719298245614,1.0815121086828117,1.0857142857142854,1.119363395225464,1.0660660660660664,1.0132743362831858,30.22,1015.72,36.005,1.1150262528932364
4,26.17120630986119,1.0789473684210527,1.0815121086828117,1.0857142857142854,1.119363395225464,1.0690690690690694,1.0132743362831858,30.22,1015.73,35.999,1.0847950147218781
5,26.133285237884536,1.043859649122807,1.0764256319811876,1.0879120879120878,1.119363395225464,1.0690690690690694,1.0132743362831858,30.21,1015.74,35.958,1.0693107163109676
6,26.0764400200718,1.0789473684210527,1.0795990566037736,1.0879120879120878,1.1167108753315649,1.0690690690690694,1.0132743362831858,30.21,1015.74,35.924,1.0516143705509426
7,26.09538363127433,1.0789473684210527,1.08023598820059,1.0923076923076922,1.1883289124668435,1.0720720720720722,3.106194690265487,30.21,1015.74,35.906,1.0833203198011627
8,26.133285237884536,1.0789473684210527,1.2158034528552457,1.1494505494505494,1.4244031830238726,1.1471471471471473,3.464601769911504,30.22,1015.74,35.969,1.2094066092503144
9,26.01963744057491,1.2456140350877194,1.522028262676642,1.1494505494505494,1.4244031830238726,1.1651651651651653,3.0309734513274336,30.22,1015.73,36.155,1.2094066092503144
10,26.09538363127433,1.5701754385964914,1.8607723577235773,1.1824175824175822,1.583554376657825,1.2102102102102104,3.482300884955752,30.22,1015.73,36.318,1.2433245148433223
11,26.09538363127433,1.9473684210526316,2.0689265536723167,1.189010989010989,1.6021220159151193,1.2342342342342343,3.2035398230088497,30.22,1015.73,36.393,1.2433245148433223
12,26.17120630986119,2.2456140350877196,2.17458432304038,1.1758241758241759,1.5623342175066313,1.2342342342342343,2.845132743362832,30.22,1015.72,36.468,1.2108813011823452
13,26.0764400200718,2.324561403508772,2.187574671445639,1.167032967032967,1.5543766578249338,1.2312312312312315,3.0884955752212395,30.23,1015.71,36.453,1.1946596880074662
14,26.03856696751535,2.3596491228070176,2.28875,1.189010989010989,1.6419098143236073,1.2642642642642643,3.5132743362831858,30.23,1015.74,36.65,1.2396377868702468
15,26.133285237884536,2.491228070175439,2.377922077922078,1.2043956043956043,1.7002652519893897,1.2852852852852854,3.6283185840707963,30.25,1015.74,36.867,1.2772424019449802
16,26.09538363127433,2.7280701754385968,2.501366120218579,1.2307692307692306,1.7745358090185674,1.3363363363363365,3.606194690265487,30.25,1015.73,37.234,1.336219625256631
17,26.209147191672173,2.8684210526315788,2.6574746008708274,1.2439560439560438,1.7931034482758619,1.3693693693693696,3.4734513274336285,30.25,1015.74,37.503,1.371576757106924
18,26.17120630986119,2.982456140350877,2.8212634822804312,1.254945054945055,1.8408488063660475,1.3963963963963966,3.6858407079646014,30.25,1015.72,37.701,1.4039874436510589
19,26.03856696751535,3.0789473684210527,2.9109697933227343,1.2659340659340659,1.8620689655172415,1.4384384384384385,3.619469026548672,30.25,1015.71,37.849,1.4216659928312614
20,26.09538363127433,3.096491228070176,2.9675850891410054,1.268131868131868,1.864721485411141,1.4624624624624627,3.570796460176991,30.25,1015.75,37.877,1.4378713251667938
21,26.209147191672173,3.1052631578947367,2.982084690553746,1.2615384615384613,1.8567639257294433,1.4654654654654655,3.4999999999999996,30.27,1015.74,37.859,1.4231392050361906
22,26.190174252973975,3.175438596491228,3.0876897133220913,1.27032967032967,1.8832891246684353,1.4744744744744747,3.5929203539823007,30.27,1015.73,37.759,1.430505265537558
23,26.057501146425125,3.2894736842105265,3.1406518010291595,1.2769230769230768,1.9124668435013263,1.4954954954954955,3.63716814159292,30.27,1015.73,37.712,1.4805944538179363
24,26.0764400200718,3.3421052631578947,3.1898954703832754,1.287912087912088,1.9363395225464193,1.51951951951952,3.619469026548672,30.27,1015.73,37.765,1.5601477876112788
25,26.17120630986119,3.412280701754386,3.3110307414104883,1.2835164835164834,1.920424403183024,1.5315315315315319,3.557522123893805,30.27,1015.72,37.748,1.545415696435399
26,26.17120630986119,3.412280701754386,3.2990990990990996,1.2901098901098902,1.9363395225464193,1.5465465465465469,3.646017699115044,30.27,1015.69,37.706,1.5807727093968056
27,26.133285237884536,3.3421052631578947,3.2179261862917397,1.287912087912088,1.9283819628647216,1.564564564564565,3.632743362831858,30.27,1015.7,37.613,1.5218443432978763
28,26.057501146425125,3.263157894736842,3.1192504258943785,1.2967032967032968,1.957559681697613,1.5825825825825828,3.6814159292035398,30.27,1015.7,37.502,1.5100586633801378
29,26.17120630986119,3.192982456140351,3.0721476510067123,1.3076923076923077,1.9814323607427056,1.594594594594595,3.65929203539823,30.27,1015.69,37.385,1.507112243051851
30,26.190174252973975,3.166666666666667,3.103389830508475,1.3142857142857143,2.0026525198938994,1.6126126126126128,3.703539823008849,30.27,1015.72,37.233,1.4923801393173068
31,26.17120630986119,3.149122807017544,3.1139455782312924,1.3296703296703296,2.0212201591511936,1.636636636636637,3.747787610619469,30.27,1015.73,37.105,1.4791212429735314
32,26.03856696751535,3.12280701754386,3.0929054054054053,1.3384615384615384,2.0344827586206895,1.6606606606606609,3.7433628318584065,30.27,1015.72,36.977,1.4643891326107963
33,26.17120630986119,3.070175438596491,3.0214521452145218,1.3384615384615384,2.029177718832891,1.6786786786786787,3.7300884955752207,30.27,1015.71,36.872,1.4526034418088716
34,26.133285237884536,2.991228070175439,2.9202551834130785,1.3318681318681318,2.0053050397877983,1.6876876876876878,3.703539823008849,30.27,1015.71,36.768,1.4290320535070549
35,26.190174252973975,2.885964912280702,2.8343653250773992,1.334065934065934,2.0079575596816976,1.705705705705706,3.7743362831858405,30.28,1015.71,36.68,1.4673355549624254
36,26.190174252973975,2.754385964912281,2.749249249249249,1.3384615384615384,2.0159151193633953,1.726726726726727,3.783185840707965,30.28,1015.71,36.604,1.4717551882282294
37,26.209147191672173,2.675438596491228,2.6966126656848304,1.345054945054945,2.029177718832891,1.747747747747748,3.7743362831858405,30.28,1015.71,36.54,1.4540766532812106
38,26.03856696751535,2.6052631578947367,2.6307471264367814,1.358241758241758,2.050397877984085,1.75975975975976,3.783185840707965,30.28,1015.72,36.471,1.4393445369879851
39,26.17120630986119,2.62280701754386,2.6119828815977177,1.3714285714285712,2.0769230769230766,1.783783783783784,3.836283185840708,30.28,1015.72,36.448,1.4629159213826541
40,26.190174252973975,2.666666666666667,2.5572625698324023,1.378021978021978,2.0742705570291777,1.798798798798799,3.7964601769911503,30.28,1015.71,36.401,1.4643891326107963
41,26.190174252973975,2.640350877192983,2.4776725304465494,1.3714285714285712,2.0557029177718835,1.810810810810811,3.7654867256637163,30.28,1015.71,36.354,1.4570230761212328
42,26.190174252973975,2.5789473684210527,2.451137884872825,1.3648351648351646,2.0424403183023876,1.8078078078078081,3.7610619469026547,30.28,1015.7,36.321,1.4408177487742915
43,26.247108228666548,2.5,2.396596858638744,1.3714285714285712,2.0583554376657824,1.8168168168168173,3.8008849557522124,30.28,1015.7,36.291,1.443764172242248
44,26.09538363127433,2.4824561403508776,2.390339425587467,1.3824175824175822,2.0769230769230766,1.8378378378378382,3.836283185840708,30.28,1015.69,36.262,1.4909069287519836
45,26.11433202290391,2.5789473684210527,2.434840425531915,1.3670329670329668,2.0212201591511936,1.8348348348348351,3.6238938053097343,30.28,1015.69,36.232,1.542469277781601
46,26.17120630986119,2.5350877192982457,2.470985155195682,1.3516483516483517,1.9920424403183024,1.825825825825826,3.5884955752212386,30.3,1015.7,36.23,1.5203711334302574
47,26.209147191672173,2.473684210526316,2.481029810298103,1.3384615384615384,1.9787798408488062,1.813813813813814,3.6814159292035398,30.3,1015.69,36.166,1.4909069287519836
48,26.152243319193246,2.429824561403509,2.470985155195682,1.3362637362637362,1.9761273209549073,1.8168168168168173,3.6681415929203536,30.3,1015.69,36.114,1.4953265603432975
49,26.17120630986119,2.385964912280702,2.467654986522911,1.3208791208791208,1.93368700265252,1.8078078078078081,3.4469026548672566,30.3,1015.7,36.067,1.4923801393173068
50,26.03856696751535,2.2982456140350878,2.5465924895688454,1.2923076923076922,1.8726790450928383,1.7717717717717723,3.1106194690265494,30.3,1015.7,36.026,1.4570230761212328
51,26.09538363127433,2.2982456140350878,2.786910197869102,1.2659340659340659,1.8169761273209548,1.7327327327327329,2.9292035398230087,30.3,1015.69,35.986,1.411353506419969
52,26.17120630986119,2.280701754385965,3.0670016750418765,1.257142857142857,1.7931034482758619,1.711711711711712,3.2831858407079646,30.3,1015.7,35.923,1.4084070814170608
53,26.209147191672173,2.2456140350877196,3.2580071174377223,1.2527472527472527,1.7851458885941645,1.690690690690691,3.119469026548673,30.3,1015.7,36.009,1.3568446212779413
54,26.152243319193246,2.3508771929824563,3.2990990990990996,1.2439560439560438,1.7639257294429709,1.66966966966967,2.8584070796460175,30.3,1015.69,36.212,1.3141096495605795
55,26.209147191672173,2.5263157894736845,3.24645390070922,1.2285714285714284,1.7347480106100794,1.6456456456456459,2.7610619469026547,30.31,1015.69,36.339,1.2787170922690674
56,26.133285237884536,2.62280701754386,3.201048951048951,1.2175824175824175,1.6949602122015914,1.621621621621622,2.747787610619469,30.31,1015.68,36.363,1.2403751324823398
57,26.228125169152122,2.640350877192983,3.1514629948364887,1.213186813186813,1.6870026525198938,1.6156156156156158,2.907079646017699,30.32,1015.68,36.355,1.1850741873251354
58,26.0764400200718,2.587719298245614,3.0415282392026577,1.210989010989011,1.6737400530503976,1.6036036036036037,2.8849557522123894,30.32,1015.69,36.269,1.179175416940408
59,26.190174252973975,2.517543859649123,2.9063492063492067,1.2,1.6392572944297081,1.5855855855855858,2.7035398230088497,30.31,1015.7,36.206,1.1577923696073844
60,26.209147191672173,2.412280701754386,2.7533834586466166,1.1956043956043954,1.6286472148541113,1.5675675675675678,2.9601769911504423,30.31,1015.68,36.142,1.1482068632448084
61,26.0764400200718,2.3157894736842106,2.6536231884057977,1.1956043956043954,1.6286472148541113,1.561561561561562,2.9557522123893807,30.3,1015.69,36.103,1.1364093149249952
62,26.228125169152122,2.2456140350877196,2.5536959553695957,1.189010989010989,1.6047745358090186,1.5525525525525528,2.6946902654867255,30.3,1015.69,36.067,1.1201876823324144
63,26.152243319193246,2.1842105263157894,2.4776725304465494,1.1824175824175822,1.580901856763926,1.534534534534535,2.6150442477876106,30.29,1015.7,36.003,1.1017540037976803
64,26.190174252973975,2.166666666666667,2.4251655629139073,1.1758241758241759,1.5649867374005306,1.51951951951952,2.588495575221239,30.29,1015.7,35.957,1.1039660455102305
65,26.0764400200718,2.1052631578947367,2.377922077922078,1.1714285714285713,1.5464190981432362,1.5075075075075075,2.5132743362831858,30.29,1015.7,35.94,1.095855225513037
66,26.057501146425125,2.0526315789473686,2.3236040609137056,1.164835164835165,1.5305039787798407,1.4954954954954955,2.557522123893805,30.29,1015.71,35.893,1.0973299201366309
67,26.17120630986119,2.043859649122807,2.2801992528019923,1.1626373626373625,1.522546419098143,1.4864864864864866,2.5486725663716814,30.29,1015.72,35.854,1.0914311414325224
68,26.17120630986119,1.9385964912280704,2.23020706455542,1.1582417582417581,1.509283819628647,1.4744744744744747,2.5088495575221237,30.29,1015.71,35.812,1.08405766726589
69,26.17120630986119,1.9649122807017545,2.1901913875598087,1.153846153846154,1.4960212201591512,1.4654654654654655,2.4646017699115044,30.29,1015.7,35.79,1.0825829723276972
70,26.09538363127433,1.9210526315789473,2.1541176470588237,1.1516483516483516,1.4801061007957559,1.4504504504504505,2.349557522123894,30.29,1015.7,35.76,1.0678360210232205
71,26.152243319193246,1.929824561403509,2.1094470046082954,1.1472527472527472,1.46684350132626,1.4444444444444446,2.4424778761061945,30.29,1015.7,35.738,1.0582505008008252
72,26.209147191672173,1.8771929824561404,2.0783200908059025,1.145054945054945,1.46684350132626,1.4354354354354355,2.553097345132743,30.28,1015.7,35.723,1.0508770227017057
73,26.152243319193246,1.8508771929824563,2.023204419889503,1.145054945054945,1.4588859416445623,1.4294294294294296,2.47787610619469,30.28,1015.7,35.712,1.0457155875123598
74,26.09538363127433,1.842105263157895,1.9794594594594597,1.1406593406593406,1.442970822281167,1.4174174174174177,2.314159292035398,30.28,1015.72,35.7,1.0464529354227687
75,26.209147191672173,1.8508771929824563,1.9458023379383635,1.1362637362637362,1.429708222811671,1.4114114114114116,2.314159292035398,30.28,1015.71,35.7,1.032443323630654
76,26.0764400200718,1.7894736842105263,1.9213011542497376,1.1384615384615384,1.429708222811671,1.4054054054054055,2.3761061946902653,30.29,1015.72,35.68,0.9963132576078229
77,26.17120630986119,1.780701754385965,1.893485005170631,1.1362637362637362,1.429708222811671,1.3993993993993996,2.482300884955752,30.29,1015.71,35.65,1.0073734841289386
78,26.057501146425125,1.7543859649122808,1.8818088386433711,1.1362637362637362,1.429708222811671,1.3963963963963966,2.420353982300885,30.28,1015.7,35.648,1.0022120453304397
79,26.17120630986119,1.7543859649122808,1.8439073514602216,1.134065934065934,1.4217506631299734,1.3903903903903905,2.336283185840708,30.28,1015.71,35.643,1.0007373484522188
80,26.17120630986119,1.7543859649122808,1.816468253968254,1.1318681318681318,1.4137931034482758,1.3813813813813816,2.2876106194690267,30.28,1015.72,35.643,0.99410121206765
